id,argument_id,text
1938f068955af83726473586c076ce0a8303b66dace919d504189beaab777d6a,afbed003de4c98cd65f308c91553ab9f6bc8a09b1747b7b27495b2fd54f8052a,"This should be used as an argument against, not for."
1b47111ee8c7859a4f917f7331a861b80b138679aa73853926d77dfd745d458d,4de12767b9b862302581f6686fb9f929d24fbc2efea9da773f7e8df39b8a15a7,It is absurd to postulate that breathing our carbon dioxide should attract a carbon tax. Only CO2 emitted outside the usual carbon cycle by humans requires to be taxed.
1b6cd168de55a650a3f0749e4c321e756ad000bec29644279a4708eceab4c52d,30c1589a8025eee925233bd491a8e84c9d720bfcbdf01308c01851e643453a75,"While the ""fudge: system may work now, there is no way to ensure the next generation of members of Parliament will not change that."
1c11675fa675c47f32f38ae42cfdbd2dbe0867a2955426c50162b64dd4a58c55,bd341f0fec057b67e640b9149ab735401e9e7a04ce0da7f0701ab336886658c7,The numbers of asylum seekers arriving by plane vs by boat does not have any obvious bearing on where they should be processed.
1dae2e03c75ab8cffe5f4358fb6bfd594bd97da49c97ed64a14792473e286b3c,2b11ed81631003a11852fb47648f886b93fb4196e35b8f2c2d59a5f385c3d5bb,"Perfection is unattainable. Improvements to the current sorry state of affairs should not be blocked merely because they are insufficiently grand in scope,  else nothing will ever be changed. It is a sad truth that societal progress is either incremental or nonexistant. Radical change may be desirable, but the desire for it should not block incremental change."
20d75d2024d8bce6d35c61cd600451e64bf5d547693ee0ef9bcb89cb2524844e,9819ba9107c8d4c2be0ba76402102330620552c40b5ff732b9f2ba1bf9d007aa,A man and a woman who are unable to have children should be allowed to get married.
214798dbbc262786a134d3826cec9299577e42362d0d52d91eda1cf4b7578a63,858261f39379ca5becf034636dbc1093f3f5de7194bc29066ef71679d25d95e0,claims 1 and 2 do not stand on their own as they are currently worded.
21cdf9309b378e11a41d4de67d83653191704d9c9030eca0d2bae168542bc3d9,adfb9b57481a1b5b96008a57242d33e9356e6aab2f742297678d9bf8953fa65b,It could be argued that marriage to whomever you love is a human right.
2248ef2d79c747a75bc09086198c005faed977d27493bec5d718c466efdb3480,153a29fbbeb3464a58cda7475b00a8b107567211012a323c3e2dede203760194,Government authority is delegated from God.
243e20791f6e621dd70dfb36b1d692f7b58dae2d9cc1c5b16f4ee12edfc8451d,66c2f94f9cedfe132d1ebfea614ac66fd3e2762fbb01242597e61a84f2181b8c,Non sequitur. Premise makes no mention of same-sex marriage.
24f26f4a47d57f5913c50d251dc023141d64965b89957643a105abfc720e74d5,fba70271c533f65c55e321f944010681983986dff8638a81fb585e47592d22e5,It suggests that 1% of people dying from a recreational poison is acceptable.
258f9d94837cde9099347111c333f67a4e3fc088013eca45a30bd1983e21e717,c60683738233c89567bfb1827d174f35b551bec018bfe70d8ee713f1a1aca0cf,The two premises should be stated separately.
26917f869d9fc9977108aaffa16db853b2d168b5229421fffd80ae2117e045b5,484c7179a0923ba9f63d991b633a73e25e88746b896b5736ae4592cfa34bd4d7,"Perhaps an argument can be made that nuclear disaster is less bad than human occupation of an area, but that does not make it ""good"" for the environment."
2720f73590131f4c6156c1cb746bd3bfdb8af388abdfa0637f499f64bdcccc08,8c599719ebf93c371f01dde3660d2344ebd38d956dc041aff1bf120d50fa9879,"it's too vague, please state an actual incentives."
29ae3067df6fb66396a8e3df1a387d3ddc65bd035d4d1a1e29e76197f55be810,ee8e0fc856c2c1292551497f9f23482e9717b78e48a34a62cc9e3961d995a16e,"This is not an argument against homosexual marriage, but rather against heterosexual marriage: it leads to accidental pregnancies -> single parents -> disadvantaged children."
2a7b119f7fdbf602afdd929a4d725a6f76db1662e14081e8a56b344db0657c36,a139ed36342b07d7b90ee1797f327c5966c99e1b7986cda989011c98969747ec,Links to sources are not valid arguments on their own in the context of Reasonwell.
2aee2fb658dff96a5bbc102c65b4a92ea4c002ab80a3785c1f59c05203cec711,e792f91a11a8cd72e8c84f61ff6c11908dd52dcb5c4f7756ce409c0142234d2b,Other sports are not similarly pants (even golf).
2ecef925e6f6aa751a7668a4c0f7bd4b850fd071fffa174f5e81b8297adba8ca,64b1b8ef52cfc77d3ef50c860f8ec80926eadba959d60d25b031a299e1889d4e,Pollution is an externality which market forces alone will not address.
2f0a8e00fa5a1c480759747ff685fca8612a41fdc13af01be77cccad5023cd69,8ee88490cd635bd10e5b450c2ed4a567cbbeda7e1555aaa734240d8578b65ab3,Countries with lots of nuclear power have comparatively low carbon emissions.
2f321af5ff21462fc0d5a02f1f0375de200bb0b6980c4054237c0d6854113171,423359a8d900752afce76d21adb81dd8a9167e53c6f6944a44e611c417af3b51,"Parks are for multiple uses, not just one"
2fb857c96f19092e49b8dd12057bb52c87eabcbe8d043ac47a0644806305bf1d,a6f2fefd3977184696187520c367da6b9682db8bf6b0329cca72f1b4339584be,"There are many aspects of the law that provide a benefit to married couples (e.g. immigration law), there are existing mechanisms for identifying sham marriages. "
3153c49c523aebcd61943a6bf45eb69499707b432bfd9dd39b0dc53b8e6e7ee7,a766067b4005de5c14ca1b295c1db1f749cdee4802f3fe6f25b746b8e8ffc359,Gender/sex is the single most fundamental aspect of this debate.
32525af448c2eac86280d761123e8706d7916b92bcb7afb490a36a3330c0f28c,250bca3ea6270f8e820a0ab5131a3e4c271f6a05852c11f9594e57b2a8ff853e,Human Rights are defined more by the collective actions of the international community than by individual sovereign governments acting alone.
360a7cdae08cb61d531fa4465adfaaaae9203b3693175bd73e864faf9a859892,64fc8be6c04a0c9c62921978ce4aa15fecc667f9c4e60568aff4f662346a72aa,"And if he is, what is there to be done. You cannot take someones child away because he is easily manipulated."
369579c179f77943791cadbc361bd74a09db6b977968e0ac456b8358a8511fdd,6bb071cce28a93f2aa90d6f109c0bafd41a3da6a3aef36e45b35669da82bf891,"Legalizing marijuana makes it more accessible to young people, I don't see how that prevents them from using it."
36a46ac9ea48495371d84d8e934691871b5b8aa749b1a5b9c2abe1d8cbaf0fbb,f90759e532ffcc618c4ba87b0e9d9560108cc53694166bba6cef17454023d4e2,"Again, this type of argument is extremely unproductive. Responding to ""There is a reason for x"" with ""There is no reason for x"" is silly."
375b00c895dd7890b5968b5c47abe7f6b667ddfa210236b30b637cca14038a44,48e0efa2ab6126108044e1d8cd05c3bb140fb114299364f92c9b1de713961448,The bible's defination of marriage is the only definition of marriage
3785beebe310a873cdc07294f5a3340eb9fa444987149b454eb60ba672c96ac8,51ca01b74124433c9ded196d6389389d63657911fa484feca8b607930b62e219,"Because those same medical advances, namely birth control, would make it the same as the restriction on same sex marriage."
394a741df2ba602dadb0123cce79dc734855518b150523b5bfcb9edb9ff07333,fb9ceda16b668bfe0a8f3b25fc25d7e1aa5e45c1b3abff462fe9c02dc8de05dd,Organic farming definitionally does not use artificial pesticides at all.
3a433a8160016a07a86e9491094a4cffa5797cfb3ee683e640dc009900f66df9,97edede5056002b9dc35e1a9bfa4bdb57285492c2c09162c2976fedc4ca2a832, Non sequitur. There is no mention of religion in the conclusion.
3a9083193bb2bbc9d1b5f1f751da40ec04da3e3523fa5aa03fb9ed2a0b560e24,c05a68b16beef0248bfbcc431129d9e1eba6e631e53fb20758a287df6a825f94,"Other ""examples"" of marriage are exceptions that prove the rule. If they weren't exceptional, they wouldn't need to be pointed out."
3ac3a0aec07292447f3511f16ce0db280357ca273c6b02a22d67b3abff928d89,c9dc6c524481a4994dabd291d5f43039c7c0473d1f7b611b57adb4d50532a448,"And passwords can be guessed, snooped, or extorted; the fact that there exists a weakness in an authentication scheme is not the death of it."
3d058145df08a95dcae6299e7ef1aa5b0cd09ff2d70a41eb9093a417fc9153cc,380e75d7051069267a93b190469914d13865687e181a5c69b3672d715029f2c0,"Marriage rights include things like health care coverage, which has huge social costs and social benefits."
3d05ecf6189e7201e5b91d4890160a0aadce84e31a79fce86a8faac0809def0d,b1d878e53574c1295f58f6730a862f2fe09dea0504bb6c47a2376d046e073648,Despite tobacco being legal there are many ways we are informed it's use is not preferable
3d5d9aa95e727553ea34b1f08c0f01f311413070cd92229744bbc9ec8d15217a,ba4709869dc6aca5703fdfe43e13145ca9ccce697b019f9ecf79707e16b08e45,A hyperlink is not an argument
3dff1a3e6ac600a44a1d71358e18aae8bbf16d52e3a598a67c1dff0d691334be,a28328eb80b484305d867c02eaf23d9bfa3b5d5157c6ec3b4ea57e0636decb86,"While there can be a motive behind marriage, on it's face it is merely a formalization of a commitment between two partners"
3ec92123d651a1091cec5f494129e76da8ddf888bbbc7a561ea00e5b62141b75,64a886964ad8f7cd3593c039d63a4252d06ec8b4befde1adee7571e4ad079de1,"There's an evidence presented, it would be more productive to discuss the quality of the evidence instead."
401135845747aea2521dba5d9f25ff92c9a6c4e334e0a72e8141bffad5cc4d6c,39f4d336ed3669c2ce1a68326cf36b1021742dc0804e6ee450a1e7fe11426f78,"The relevant cost-benefit comparison is between rail and road freight, not between Australia and Europe."
4216de397374f07e133275e72cd7cbac5e422385f17f9676ce0eb5fe3aa3b9c9,1dc5909ad129e9ddb59acd7b331792925c63231d61a8805ddbb5677477bdac60,It has no bearing on the claim as stated.
45230b565128b9df8ffde9e9a5443846a30276677f8c1d4144485aae106669ee,6d37b733b28d566e19bf11428581c20b9ca3623518400d967f73523fe54994f3,The argument's first phrase directly contradicts the claim it purports to support.
454fa822129716b9068ca554df91adbff8023dedaff841753cacab2709e7f19d,c97db77978b8d48896b6c12ae4214009f9332ef024674d06c0fb736e344c650c,"Measured as deaths per trillion kWhr produced, nuclear is by far the safest source of energy. http://www.forbes.com/sites/jamesconca/2012/06/10/energys-deathprint-a-price-always-paid/"
45af75678de62b1a26b7953b66791b6b37b600918596bd535a08561a6594e42c,36696acc7bfe4e9d59e1c291b656796795c37153584c51736b6de1b437c23063,It does not actually answer the claim. These arguments can be made elsewhere.
45eda5454802d276a7eb070205b53ec3436aa6048a17d6cce7ab24e08f4d09b1,a617ea2f4c5cf3047fd14b50ecaa0e0a9447001d9a28925f1d82ea04d7737132,sdfsdfsdf
472598b14a7f501adc174e68d4e0f65bc0debad9e1092805bc38cb8664f1a2cf,82d366988c426c67e788d5f481f0312945b2c1af559c5928688ede4e3ba49d3a,"There's an evidence presented, it would be more productive to discuss the quality of the evidence instead."
479d38c4c298adbe5221ff4b481967d28a7b8141e3942415c4a8c418a0bf8cae,64fc8be6c04a0c9c62921978ce4aa15fecc667f9c4e60568aff4f662346a72aa,Not everybody chooses to be a parent.
47c5597817252dca61b7aed3e7475624f914cf6570724738e0de035b512b3480,0e332db4255857794ee2bf4911cee46ad5091958d4871f0c161200ccfefa6e61,"There's an evidence presented, it would be more productive to discuss the quality of the evidence instead."
49753aa1044823a3b4607210f8dbf0ffa5e65c8c0b4468155b092094ebeb6886,e019c28ecf2848a276f44f15f781136a2aa4d8e86828b295b6e8ddb78335757b,"it's too vague, please state an actual incentives."
4a4000d689c03170869d5134e3ba1ad51ab3cbb499136a4830da22c6de2f4964,07ed38573de25e5cc81b03c2a6fe2f287953017808e28461bb85fe6462b738b0,The argument is not based on valid independent claims.
4a9566469046f628e156f9600538a35217e0dd9188cbba3a1025dc7a1963995f,3e1341a7c1320d8083b6b2bc4f8b0f2a90d4e1071ca688ca2db185ba060c125d,Individuals represent all Australia.
4c63e6151e05afef72d56b67aa755a1a081ecc279e5a70b519b9bfa0ae4330ee,2c9cc7a08d15f33cbaf42f5d463029a07d2287d29b69a2ed165157c23c8576a4,"Which means that 50% of ""society"" are not in favor of legalization."
4e06ad7bd879f2cfe2abb4c47447d7276188cf3fb9484a5f69539d3278f4c3ec,6f9738352cd68f44c6719b733537fd365d6ac70a4baa63b73189014a84d81e2d,This argument does not support nor rejects the premise.
4ec12e6806065fd54938f5ff8afcfd1c073c63cc0db8845c40a818803c0f9f4c,17a51977bf6ff9cd5ff67a63be3ab8503e5ff4bd3edf2d22e9bb20329900c966,Marriage has various roots depending on geography and history. For example chinese marriage is not inherently Christian.
4ee83757fda7e59036d6db41a06155012c704f957cdeaffab4f03c63e1e773c7,076623e524707e1fee6b0b53b758e3fc9a874f1e3f3f5376ce5528dd6d773914,"This argument is not relevant to the claim, but rather to the argument it is contained in. "
4f24d207104bb977a2d336fa53696b04cae7f26c5622a2c497d029401a9d05ee,205ef4b274ca8e85d30774c2fa934cf732c7c10072b440e2e7f9160b52820840,"Whilst older generation nuclear power plants have been dangerous (e.g. they are not passively safe), newer designs such as Pebble Bed Reactors and Thorium reactors cannot go critical and pose little danger. http://en.wikipedia.org/wiki/Pebble_bed_reactor#Criticisms_of_the_reactor_design"
4f7a46386ba7306acf6e99d6fa6602033dbdc44c38a1c1a0b7bcaac793de72bc,6fb10417a548a8d9953ea32b76de4a8a5a3b5c0d4295c594dfa0c7bd8833634a,"Not structured as an argument, which should have one single-sentence claim as each premise. See http://blog.reasonwell.com/post/40070367838/claims-dont-need-to-be-convincing"
5142f42f9147a549a326c93260a8262ce5eb907d8b040dd9a6e7e5db0b69cd89,51b7a7f23cf840065ce26d5aaf87b78c11ae83075b098a393c9cd8e20c56e602,This is not begging the question.
514f028d8c45adcf38115e0ea0974a7700c45fcf608783bfd132de3123a34748,898d185accae66cb0cb7d529e80491800d8b7b546b5baa6f49e8a1ea0740e2a8, This argument contains multiple sub arguments that should be separated into their own arguments.
51cb33908347a02570f6c93a834c4a2bf5b967f5a6eabd37f6ae15d70b0673fd,91cda61befe42978b16ab1ec818999ea8a5ceba7447fe49e7d7e6fb9eb91a2ab,Opinion.
51ceb4b7239c2f018ec9cb83f5233b828789f9d60e723dfcbefdf124c17fdc54,25a2a239b938e32fe25db86f7443eee9c8a9e08166b2f1f4fecd54b1e8bc4d3a,The wishes of society is not based on reason
526c22bee6f86c2a36c09289b57ab44bf5ccf8b129df6285bf554a69127afb69,f6a75cfa8aac6068905aedab65d179f4d256a978a5bcfe4f7daebc65a0d878d4,There are certain reasons that this argument is flawed.
5295f1516071105d1ad2e4eccff73467d6e59014dce9626d65a330853c29c854,a997bffab31b2a5837b9ded270e7f86073ac23008e4e191695fa4be45108fc30,"Just because it would take less than hundreds of years to end the regulation, that doesn't mean there's not more expedient temporary intermediate measures."
529f6e3fc0cda61105aca0a5d1abb3fb45b85e7cfb63a4ff3c5523b1e01a2607,38d7dbf1e1b3d5c2db943bc72253b8d0f6501aa2f42f00d1848a0d754044928f,"This is just a restatement of the claim it's responding to, there's no supporting information whatsoever."
52ff2fbb7e19f93cbd4b3afffb303111260b68c4597dbf4f6033e906f94969ba,8589ac04a81edc015f148d8e8329a5b997591b8db4e80834b05a9551683d2b1e,Energy consumption can be increased without increases in carbon emissions (i.e clean power)
5426ecd683e7f0dae4a6967bac021e9c059df4734bf996ec312776c1ff0b4c97,56cda8a092853647c6a8b873ff5f4796058f6268b462e089e4ec25c9d02b4c63,"This is a statement of fact, not a reason why it is impossible. Why do existing marriages make it difficult to remove marriage from the legal code?"
54ddbab58261ae15b538b3db4fe093068dae1333f698b005227399f4b8176e51,20181b3439430ceca82b1a275aab093ff329b92f4928f04139b09606e2c48461,It's a non-argument.
54ef97399c4e33d101c9d4b2ae41c6baf2270018f7d0c82fb4a8221f1d95e185,e280e156c05cc200c676d9431739c582ddfea9cf52ff713702c3b21339738648,Sound is perceived vibration on an eardrum.  No eardrums mean no sounds.
55006fa93a8fa244af68cc59e70126ff75904cc91587b5365b063758386c3c97,9935152b1befcf0caa65476c048be09b71f304a42f800de091df0426c35390dd,This would eliminate any incentive to use fuel in a way that limits emissions.
577c23ab1893026b27eab888acbaa9f8871d863c793829e26ff54b7a4252af91,b184d0e1e5efee0ffe817cc2882ecb55c1742d8a9c8d3e62ca3bc56a0c9d1e13,"Instead of just linking to an article, lay out the arguments into a proper argument map. "
57a6a370244f3e4739a598e1caa21679b3bd22d30bbe55bd289778fbae54af5c,c0785bf374fe9aeaa3475a0a0801e4ba7b2d5ff39b9f82b766765ed3bac6c750,Fingerprint scanners have no moving parts and can be mass produced very efficiently.
5a24418bee1ff9a88d624fcfdcdf37252ed60dc9652a57d1cf321be859531a1a,53993cca4f8fdc53bf1ddb321718748e3f5d80db1a660c61fe22fe34be3a3a79,This is irrelevant to the claim. It does not refute that it can have damaging effects.
5b2c48e76a8b7dee7bdb0dcf5df299837e0b80d256e653a70b9bd36fdea7c74e,96de831f866e92ab9a17b0441ebdcd6de8c6fce82fb749532880134dce34e8b4,"Cheese is intermingled with grated carrot, sweet potato, and squash."
5c0e9a9b632787c781b4ad6cce368f39bb913bc117caa3dd6f0f4ec3b957d41f,c4617e8c27269632addd6d1520fcb4e5055e354eca0a318ac131afbe155f8072,This need to be fleshed out much further to be useful to the argument. Why is it impossible? 
5c7eede3e4a607b9764374c5f40b0662ab1b446537512806559f994c8bb69f2f,115ab0bfc8d86ae56be93177597192e37cb790449ac5869625fb4389a96b3806,A different programming language might be better suited to solve a certain class of problems because of its paradigm and/or design.
5d1ff6a59293cc7a05e4ab6a8bfc21f9533084a59df8bf84666aa83c98865146,1bd013cf8cd1e8da19ac47c6e8be37e0d76f204ca9d3d28346c9988cfa9773d1,"The first premise claims that marriage is better than child support, not that child support isn't effective."
5f1bc45b1d599f5fc006e7188030b563b7aeb811142c8867599c921dfdd98719,521600c5d5c3a2eb63c53bd8e1f6117a154acb23f0f7fac9d368071b3087396f,Strawman: first premise in argument agrees with the original contention.
609ecc3e13076d4896046a04b516f503d2eac84780e54a39c23e1cf2a72f0a86,89f7c1b6ba61db4057d74396efb165792b4ca8b7307bcaee2f2b07dbb80bdc42,Joss Whedon supports the Republican party
60bfad8627b469702b70299d01812f1e5f9c5a1b47de45af0954d45a84c4d43b,4a0f655d366f06be87472fb9e4cb448b6bc2fb136320e6856da0e90ffb3d90b1,Scientific findings can be falsified or biased
611815b794b91b6a716d9a383b420e72cd4a4642642425d37b5507f3feeaade8,ecbf022beb0f1e0ab01fa3394d67179561f278ac852d1fde2cc7ec5e6801f80b,There is a big difference between a highway and a shared car / pedestrian / bike mall. 
61678dee5f4256f13c1c1f183b9a31c6c6b632b1e059c0cc12f9de280b1c0e4f,31731431b7623afbc1a3cae2722437f690f4cf589df32246b27ec0d332394c61,"The statement may be true, but it does not directly challenge whether open source software /should/ be used instead"
61df2805066018b1d2fbfdd5a2d8115db13cf4ddb36030128962417dbefa83df,3dcd5920338d8740a1c8c84f926e25a8ae47371fc2020af897b3c0c7a73fd653,Trucking employs more people than rail.
6219ea099e771b9132aafe793cc3ab5b19c23f54eecb9ce683493ea318da8795,cd2f733bde0e7d5e2ab1986c8b29ce189d57b395311bf81a8e2bb1635a4a6c71,"This shouldn't be used as an opposing argument, it should instead be used as a flaw of the original argument."
6285c27eb008a52b6021d7066ac2facc6e14291bc86d6432574d6babce544cf3,2dcfb446c126b91dbcd8a7da96643a6622da6bd7851c83869b62efb33a87c3b8,I do not need to define exactly what a personal relationship is to know that I do not want to surrender control over any part or aspect of it to a third party.
62a36e87adf62a67769aeab12f7c6f03371a7c3ab3b9f49e80afe7c2f91ef417,8214a50e980b427bac1bb83b81d6b50469061444121408939082ae2c442d9364,"The specifics of ""positives and negatives"" need to be stated properly."
62a7680fcdbf42009fb29bf5a7db493cb57d76b6c65d5645a90e11b59cf19c29,a0a9ad8c2f0ef490ec7dc6aa9a2767af9ecbb7d3fd6d314d73362fda627db0da,"The claim that 'USA has not deemed breathing legal' is true, but the state of aerobic legislation does not negate a lack of legislation on same-sex marriage."
62b24a0ab334c48a80f1c41640fddf421062e15570517a21702f5c7661009be6,e08d9512c114c92e4c7a08ef991554b5ad44ce6b8653064fd92979f1cc5370c2,Nuclear power is expensive
62c29a950325db72524a70fd187f798931b36a7384dbbfee33f3001977e1ad0c,f6a75cfa8aac6068905aedab65d179f4d256a978a5bcfe4f7daebc65a0d878d4,please
64b829acfe675871417a5c747bce7a5d2e04e341d070aad62122d8c01ccafa8e,484c7179a0923ba9f63d991b633a73e25e88746b896b5736ae4592cfa34bd4d7," an argument can be bade that nuclear disaster is less bad than human occupation of an area, but that sites not make nuclear disaster ""good"" for the environment."
