id,text
0f99a31cde637ecddbefc27e92056f2e597c315bdb67d50ac65db802975ef63c,"Ultimate frisbee can be played in places other than public playing fields, but this is not a generally practical as there are no special purpose ultimate frisbee fields or other suitable places. The majority of ultimate frisbee is played in public parks, therefore a ban on ultimate frisbee in public parks is in-effect a ban on most ultimate frisbee games."
0fb10c54e68a9e178ccd561897859334c491a0092212c674173401426ba87331,"People leave fingerprints everywhere they go, they do not leave their passwords on everything they touch."
0fe5793c338a0bb121336f098c32cfc69a7369bbea72345ea3b13c02e8529088,The personal relationships a society encourages affect it.
0fec4f0a87018d92563fb5a8e7670bc5e6b3dec4b8bea30aa377775057f3222d,The negative consequences of any carbon tax would not be outweighed by positive consequences.
0ffedc147bf9d4094c8860c6e5b374ece6bccdc321c52d557ea469c012500df4,Technological failure is an ever present possibility.
100af27bc6093371670cc3558c9b7ecc15859f3925b6f4afd3454e3b9b95c557,Energy is necessary for the production of goods.
1026426f32c8fddb60f1377f39f0c94e81915d643737834a6ef4937c68bef964,"Marriage is voluntary to enter but has significant costs to leave, especially if children are involved."
1058cadbf7da0e947c7a7b5f0f82ee1065706dd95b79c8d0256c116728817dc1,Giving homosexuals and heterosexuals different rights without a genuine need is discriminatory.
10c85a80be4c78f3c0e47e2f45950a1ba21ff0dffc342b2f4d4cc982225baf5d,A slippery slope argument is a logical fallacy.
10eab74c7e644c87969822556ea89127c61cf2fc407f17c4aadf20efa67c92e6,Adelphopoiesis ... is a ceremony practiced at one time by various Christian churches to unite together two people of the same sex (normally men). (Wikipedia)
10f4a8d38ac91a312ce7b33361f621d7adef9303b5bfa3ba5d2b20ca59d3dfb4,Nuclear power is more dangerous than other forms of electricity generation.
10ffe2012e21dc4c1c143959e0fd6c8a197240f10e9a1e67597cbdeeb478bc91,This would be imposing Christian values on a secular society.
114dd7778d6adf770f5b495b8313f54c018f19f14c1acd8204b7d5a9ad3cd7b5,The energy density of alternatives to oil are low.
114e96dda23d0432c84a232ec107be094e7a401e038feda4f6faac3845fff69f,In commerce there are antitrust laws that prohibit players who hold a monopoly in one market from using their monopoly power to play unfairly in another market. There will never be a similar law preventing those who gain a monopoly as opinion leaders for a particular interest group from using their monopoly to influence opinion in unrelated areas. Free speech etc etc.
116e1c4715bcbc2ab24d0425e5c5892b6ed15fbd77ecb5a94be10078a1ad45f1,"Social-media leads to people following the opinion of celebrities. A celebrity who gains a following by writing a catchy song can convince their followers to vote for banning frisbees, but the ability to write catchy songs does not imply the possession of wisdom relating to frisbees."
11daf3e22b0d3247eca2fc9f5f677cd4206b8e2eeddd84cdeef3e6be4de1dbf1,Wikipedia is a relatively new phenomenon and marriage has been around for millenia
11dc563354e42ab7e1fcd40cac6c446fe3d6e57ce3c164fa31392e5cea3b15d8,The international community has an obligation to intervene when faced with gross human rights abuses.
11eedd5c9c1531b691edb10e1c995f04424a788d1c1b19cabf9ec888283c437a,You can not prove the church is the biggest scam.
11ff5d345feef5664803b7e6b05f611b6de95f3247dbd1cd520d9386af5ecfb2,No piece of legislation that taxed all carbon emissions without exception would pass a vote.
122d979788458dbb4f5231bce57f54ad08e13a7c0152f443c0ad0604626b753f,The use of technology to broaden participation in democracy does not mean that the entire population has to participate in every question.
12c5bf29964112e58aaaff238954ec5fa2e5becd0bf06958156a129b7b570c3d,Sexual orientation is independent of gender. Any gender can have any sexual orientation.
12e00f8738fc0f209fa97cd9d722751ba50703252b57362904658ef3bf539998,Making bicycle helmets optional on minor roads would make casual bike hire practical.
12e5056ccd71d37b1317ba6cffe9ef5594fee0d64c3e459cbda9daf65e360fd2,The universe is an isolated system.
12f8d93b5f0a78dee87830e50d8e304b44e5ec386ebc975cf3dcb1a38e7ab753,Healthier people impose a smaller health-budget burden on the state than unhealthier people
12fe5482c0f94360540b5bae8d3312437e3e81a17271baf86b54d868394a7306,Most sports are not played with a hard plastic disc.
134b82ded90fffe6c4843eec9fac79578d61dd12b6509ebc250db19321fa6ebd,http://en.wikipedia.org/wiki/Global_warming
134f59daa662c20fdeab956fcb84578e6e43418ea5d10f9fb9cf3e2c23b573cd,Examples of marriage not exclusively between one man and one woman exist both worldwide and in the US.
136e18a63a4d0e3d9deded8b06559ea91c7baab4ed06c90d63a6a5b5523a6d0c,Legally binding homosexual relationships make it impossible for legally binding heterosexual relationships to protect mothers and children.
138129dadaf8e823645d474daee2d94c8bef1179443f34e91729f5ba29354dc1,Chosing not to have this behavior is a universal human right
13895e93190f58566add347cd91cf0b5837f596b3ec22d0be1f56ecfcb0690bb,Golf is banned in public parks
1390b67e59110e5b4ef3eaad6c600b85410ddb832a71f5baec818c33366473c4,The fact that companies might be fined for environmental damage is not an arguement against a tax to achieve other ends
13aec85df7ff4f8d933ef32cfa11a62d61a5b022e2d564f0e059f63dad04a779,All cakes at Reasonwell presentation were really yummy
147383c6fd2e4f6c44f22835f3d24f7e70c5dbed143cf703efd60ba07c511b86,In physics conservation laws state that so quantities are conserved over time in an isolated system.
14870ee3f423f7bc1c2e0349484f37d0f1655ad2933915d233b1b4a8f0db90e3,"Individuals should be subject to the constraints that are required in the best interests of society, as determined democratically by the members of that society."
148b73d5a46ffcce264a39bcda25bb763621bd66c2c657982a45114915481fcd,Evidence is required for establishing unalienable rights.
14a5c659267b360f176dc1884fa80cc366eec7f972dd36458cc655f8e21143f5,"By attempting to extradite him now, long after he offered himself up and eventually left the country, there is good reason to believe the extradition is motivated by politics, not justice."
15092e29953da75110b9797a306b995cd20c35c9fc4cc883de63645a53c0ebb0,There is no demonstrated link between vaccines and autism
152019f94f10f2c8c9712e0fdb587bd750bb6f4f03ab5a39e391ea514454cf8d,Ill health reduces productivity.
156935fbc1b83f948df6bd7978d627b67ba930a22da54e1003d05bf66a6b9352,Government is picking winners in religious controversies.
1570bcee5260ecf51cb0b9e39dffc8a3e5c4dc7920ab65de2826a5082eb441a0,Personal relationships affect society
15b3288f202a1aaa1ec5da980d08131e9950d608f4662e2b67c34f29999b087f,Marijuana can provide health benefits.
15cdb9974265266b85e5ee28a7dc196b0239b31132fcfd8a7815f9f1b01ed12f,Skydiving should be banned.
15e857f0526c626b90c897c63c7d4d9f466bcff82125a3ca2059d6a01d85e258,"Reasonwell should collect age, gender and other demographic information"
160108e678365f9c5c4b70ae48444ee6e8ad76d9a41db0ec5a50572fc411963a,"Although it's fair to say that marriage is for the conception and protection of children, it is just as true to say marriage is for paying less tax."
16082f4ce535c5904414189005f5970f06cee6503105dc202027c4effc53e669,Legalising marijuana would generate increased tax revenues.
163ef3dc13fc303268ba8763b1b1ca3f6feac4ab860c0d93fda2a12fc9f9e685,Homosexuals cannot get equal rights through other means
163f774fa02a81b7c0a88ffb2043263395f18e9969c06fd4478b3623c584ad84,Ultimate frisbee fosters collaboration and innovation.
1646ca4e3ee48646dd3e7fffd87c71697a312bcb82b2ba169bb27e34e94bf61f,Deaths are the only consideration that should be taken into account.
165218569f11ddf2541cf1e99e0b81d3b5ff38b1517812532fc00414e432aaad,Ultimate frisbee is played with a hard plastic disc.
16589c54eab91273e967d2651751c170ec6b0d3f195d3c95b5c79d740c5060f2,People are generally scared of nuclear power
16e6831c4f9f1caaaa7c86406d41eeb3e894910995d553c785d1b392f60a360f,Illness from the consumption of nuts is an indication of having beyond enough nuts.
16f232792a593166c26ef256aa670a7859450fe6554ece3c4f99ff25adf4e2f7,Increased demand for a resource due to lower cost will exceed any savings from increased efficiency
17119810ef6cf94a3e7a75ebf16c53c031e1b82d516a7cfa68d6fedf3843d6f8,There are negative incentives for ending a marriage
172ccaf584f13d54d2e657ded21096e125def691dfa8abf8f40835202dacfa94,Some drugs enhance productivity.
175a681a3866696b43a017bfbf81c9e31e316d5fb00e57ff9a7ee80a77b985bd,Reserving marriage for heterosexuals does not benefit society
1793fe7bd475987b9f762098d6fe7c16618eabd3199cfed8a71e9c5d18fb82c7,The legal recognition of marriage serves no useful purpose.
1797c09e1b7ef26bde541d3f3454d842394105af7fd215d4863cebf98091f5a3,The bible's defination of marriage is the only definition of marriage
17a77c7eeeaec17e3aea63787a9e50089a45cd0b696a27ed73b4babb3bea722c,The EU accounts for ~15% of the global carbon emissions.
17b1d62a23fa4a3db7b967f193f9e4ade5fb8109cd2a3b1476b7af8c8946354b,Transporting electricity over long distances causes energy loss.
17db8a27de6a2a1b3f3b30a18f7b9af2a8b194bc045479f4cc3ca8e4621292de,Australia is becoming a worse place.
17f87d2eddc207dd03aa829f8a940076f27fc291271eca1a65317435e1203de5,Restrictions constitute witholding.
1825f75bb4d9f8222129d8cb089600fce9a4d60c577782fdd44f34f275cf1c9d,My petrol car costs more per km in petrol than my electric car costs in electricity. No-name carbonated water costs more per litre than premium petrol. How can anyone say that electricity is expensive?
182f8e2f17d8a9fa6652c0d5d3937322391893cbc438b7a5b021ba304181bbfb,An argument being popular does not imply it is true.
1852a0f150cb653254337180b7505331ee524fc9cf6bc421d229b4169f54ce7b,procreation is unethical
185a478b4663b68d0f5eeea53bc668f638a6491118e9589018a918dfde8c5cab,Test 1 edit 1.
187aef88f5574e4b83dfec736c2e85c092dcd51deda6355b526797e7d7c5fd76,Non sequitur. See above. History is rife with stories of people living alone for long periods.
1880774135172c930a8f62b89a89f7a3a281ea8ddaeed55cbc0037c6218a6f7d,Reducing carbon emissions in a given country will not necessarily increase carbon emissions in some other country equally.
18aa570d0f032c81db534bc284430925a705f0a25b19f05fedfd6e0f716dbcb7,A carbon tax will be applied on all issuances of carbon (including breathing and cow farts)
18bb2a66137b852eb5c3055586f5a14d3cc9b516c70e52072326bd5bd768300d,"If people smoke without restraint, their nation will fall apart."
18f5a94e15e52403e9b95e4e7bb925caa95b6692fb989d376506c2e0a43e81cc,Causal links cannot be definitively established in climate science.
193e1f709aebd150005404a7f4803e533a3880ef18319be8769b8f24f9a3a4b8,The point of a constitution is that it is a complex living organism that is always evolving.
1945d695de5c65957093ce50af35f07b95aaaef2c79334e10691e60cc3541ce5,"Thought experiment: If it was determined (begging the question: by whom?) that ""society"" was better off without all these individuals, what would be left?"
196211924c7e77f8bee5124044d6084dc95e2176746c9456d0bbd41bd65f9bef,"Technology may contribute to democracy, but not in place of representatives."
1968a592308ee653e5a976194b0ad934a797a4d94033965e0dbb717f4a885694,There's no way to link evidence to an argument.
19ac16641470e16d18d408361664b694b7e2c7000ba937b84b69a01c50dc9d1c,Fingerprints can be kept secret only through the act of wearing gloves at all times.
19d22aa4da415777aa195efdd9d31dc1a8cdb40537df08a080bd5621cd6bfabf,"Any tax that has negative consequences for the economy should be avoided, unless the negative consequences would be outweighed by positive consequences."
