id,class_id,accepts,user_id,creator_id
019f36fbb56276c974b2285abeda22ce14a9aa92b22f79cbd6ab6f25f5109059,fl,f,601,488
019f36fbb56276c974b2285abeda22ce14a9aa92b22f79cbd6ab6f25f5109059,fl,t,488,488
01ac4a55588d722a58b711939d89692b2066f39ed12992b42a449cac8a3af55c,cl,t,423,423
01d2c8bae3373b4f0da94fe03adad30311aae7fbaa48e91d465049836a201037,cl,f,245,344
01d2c8bae3373b4f0da94fe03adad30311aae7fbaa48e91d465049836a201037,cl,t,344,344
01d2c8bae3373b4f0da94fe03adad30311aae7fbaa48e91d465049836a201037,cl,t,408,344
01d2c8bae3373b4f0da94fe03adad30311aae7fbaa48e91d465049836a201037,cl,t,493,344
01d2c8bae3373b4f0da94fe03adad30311aae7fbaa48e91d465049836a201037,cl,t,549,344
01d2c8bae3373b4f0da94fe03adad30311aae7fbaa48e91d465049836a201037,cl,t,570,344
01d2c8bae3373b4f0da94fe03adad30311aae7fbaa48e91d465049836a201037,cl,t,601,344
01d2c8bae3373b4f0da94fe03adad30311aae7fbaa48e91d465049836a201037,cl,t,758,344
01d79c38877fafd4d7453ceaf600562eb6a4e41e72611cfb4fe808a10cd1a8be,cl,t,50,50
01dbd5de7926878619b921f2bf83647708229a90b788fab6142cf16c13652ae3,cl,f,1,5
01dbd5de7926878619b921f2bf83647708229a90b788fab6142cf16c13652ae3,cl,f,6,5
01dbd5de7926878619b921f2bf83647708229a90b788fab6142cf16c13652ae3,cl,f,7,5
01dbd5de7926878619b921f2bf83647708229a90b788fab6142cf16c13652ae3,cl,f,31,5
01dbd5de7926878619b921f2bf83647708229a90b788fab6142cf16c13652ae3,cl,f,81,5
01dbd5de7926878619b921f2bf83647708229a90b788fab6142cf16c13652ae3,cl,f,124,5
01dbd5de7926878619b921f2bf83647708229a90b788fab6142cf16c13652ae3,cl,t,5,5
01e80bd447309704f1f65be1013684af58d3e66c36958db12a5a567e5f085589,ar,t,719,719
020312487617d83dea5688457889e151e679156251f791549feaccf72c38a1b1,ar,t,334,334
0211c369ebe35ce4ca1dedbeaaf6df57be6f014f8978d392e5f77580c7da47b4,ar,t,25,25
0211c369ebe35ce4ca1dedbeaaf6df57be6f014f8978d392e5f77580c7da47b4,ar,t,154,25
0219a6206f8ced55061eb7bfe7f4b806082be5fc36a093b4768e40ce615b7b2a,ar,f,535,758
021f9cd3095ba03cb098099f9263318b7371b36ab29f64c221fe2ed80de2ada6,cl,t,459,459
022631bc282991645f2464fc8a3dd11143b795c4efbbb4dff6a2aac67bf0f936,fl,t,537,605
022631bc282991645f2464fc8a3dd11143b795c4efbbb4dff6a2aac67bf0f936,fl,t,605,605
0251491777e0532b90f6f9d45d07af9737aaf7362926059738040b3b4fd9401b,cl,t,739,739
0254dff88dee247ce3cfa881a863720ccf91e61f8800142a6b0f4c1457ae2ef2,cl,f,249,758
0254dff88dee247ce3cfa881a863720ccf91e61f8800142a6b0f4c1457ae2ef2,cl,f,488,758
0254dff88dee247ce3cfa881a863720ccf91e61f8800142a6b0f4c1457ae2ef2,cl,f,758,758
0258e302ebab3d495f99f2cbdba264fdc3da4f35cf16856095b67a920a34badb,cl,f,751,537
0258e302ebab3d495f99f2cbdba264fdc3da4f35cf16856095b67a920a34badb,cl,t,537,537
0258e302ebab3d495f99f2cbdba264fdc3da4f35cf16856095b67a920a34badb,cl,t,605,537
0259e1261e61f6cc319293e915e356c5e06450e364df63f4a2f56bbb01fa0d16,cl,t,535,535
0259e1261e61f6cc319293e915e356c5e06450e364df63f4a2f56bbb01fa0d16,cl,t,758,535
0274698de0718a1813f9def467f2d1cd2632325fc7f09921ab5ddb3dfef143c3,cl,t,310,310
028539d05e3d58b09faaff63a9a9eaac2e74f8331ef6682d35d1ea5954be96c0,ar,t,1,1
028876094ba1c7f61a3cc0a1b75d235875ed127bad4bd57d1f54bd1dde0c7c3e,cl,t,1,1
0290ea1538179b103e794577b228abfa4f7579edefd9f40d80300f4b193a901c,as,t,493,493
0292723399dd8fdee56259361bb55ef6ab57d42c7c0d0114922eb9d5a05d90b9,cl,t,231,719
0292723399dd8fdee56259361bb55ef6ab57d42c7c0d0114922eb9d5a05d90b9,cl,t,719,719
0292723399dd8fdee56259361bb55ef6ab57d42c7c0d0114922eb9d5a05d90b9,cl,t,805,719
02aa0e86325f44183e5114c6461adf9c6e9324b0717dcae2b4298c3457d5b9a7,ar,f,693,635
02aa0e86325f44183e5114c6461adf9c6e9324b0717dcae2b4298c3457d5b9a7,ar,t,635,635
02beffab4222de0408bd8f361835db6a5afbdee423d9ce3e977798fa7fd719a9,ar,t,601,601
02beffab4222de0408bd8f361835db6a5afbdee423d9ce3e977798fa7fd719a9,ar,t,737,601
02cbe8586c8f32eefacc922dc842803bc38e69acb668cbfd971251e2462d0b94,ar,t,459,459
02d02e524de213a595e33941ceb1b013614d70c7b5bac70c723ec07edefbd527,cl,f,737,737
02f43254e4cd5a4b68f0d631428d15ca1f0a998c5d04d62b724540b99ae590dd,cl,f,634,805
02f43254e4cd5a4b68f0d631428d15ca1f0a998c5d04d62b724540b99ae590dd,cl,t,805,805
02f56cdd66a0c4c66a8c0c454901e1d446811bbe88b417ed57a4aec4af0d3c8a,ed,f,358,461
02f56cdd66a0c4c66a8c0c454901e1d446811bbe88b417ed57a4aec4af0d3c8a,ed,t,461,461
02f56cdd66a0c4c66a8c0c454901e1d446811bbe88b417ed57a4aec4af0d3c8a,ed,t,569,461
02f56cdd66a0c4c66a8c0c454901e1d446811bbe88b417ed57a4aec4af0d3c8a,ed,t,758,461
03134f56638b03abfb62d51300bac9242d61f35a5b7bc611a4234b23bf040e74,as,f,488,493
03134f56638b03abfb62d51300bac9242d61f35a5b7bc611a4234b23bf040e74,as,f,570,493
03134f56638b03abfb62d51300bac9242d61f35a5b7bc611a4234b23bf040e74,as,f,737,493
03134f56638b03abfb62d51300bac9242d61f35a5b7bc611a4234b23bf040e74,as,t,493,493
03134f56638b03abfb62d51300bac9242d61f35a5b7bc611a4234b23bf040e74,as,t,605,493
031815bfe0a8fc740eca7a00001a89eff2edc402e778843fb74148a73cda79a6,cl,t,459,459
032d21cb860750bccfa6005e63d1b21ee72240967306e34a1f89d217c9819f10,as,t,739,739
034af0b2c7b0a532b41d81addeddfb3aac3ace624d4716bbf6a3675165db6a76,cl,t,1,1
035f479bf81f4b79292da0454b100948983a00f79f24df4d2d3128aeaee685ff,cl,f,35,35
035f479bf81f4b79292da0454b100948983a00f79f24df4d2d3128aeaee685ff,cl,t,81,35
0364ed838587c1ddb5573e2473743c84bfda1f1428eb94927a634e5ad8e180b6,ed,t,1,31
0364ed838587c1ddb5573e2473743c84bfda1f1428eb94927a634e5ad8e180b6,ed,t,31,31
0364ed838587c1ddb5573e2473743c84bfda1f1428eb94927a634e5ad8e180b6,ed,t,81,31
03692005783aa2f576094c7891f5b0e77fd1c24b8696a3ba64b73c38181fc72d,ar,t,797,797
0375e1543e160d9cece66b128425eb63bf707206961fa5a2881619a43fb2741d,cl,t,459,459
039a441b23038000c15e3aea3b96b8c2bbdbf0030be799709800ebf93e679214,cl,t,1,1
03b69dfd0d2f5d4b4287651991b5945a5366c7aa810406df1a305fcdaf90b11f,cl,f,1,35
03b69dfd0d2f5d4b4287651991b5945a5366c7aa810406df1a305fcdaf90b11f,cl,t,35,35
03b69dfd0d2f5d4b4287651991b5945a5366c7aa810406df1a305fcdaf90b11f,cl,t,480,35
03c9700c9d1caeec28df01e88a1e903bed2e6888e688af65c190ffcb99b5df11,cl,t,173,173
03c9700c9d1caeec28df01e88a1e903bed2e6888e688af65c190ffcb99b5df11,cl,t,334,173
04010c5f8ccc42f85a6978305f9fb24db1dcce6cc754791afdf6c5a458b9fab6,as,f,811,216
04010c5f8ccc42f85a6978305f9fb24db1dcce6cc754791afdf6c5a458b9fab6,as,t,216,216
0412a85861b418b0b29a18f079280e88f06a17c2fd4170245e72de32a512b2bd,ar,t,344,344
0412a85861b418b0b29a18f079280e88f06a17c2fd4170245e72de32a512b2bd,ar,t,537,344
0417940ba3bd9e6aaa0169fd3bb1c8f7efe0f9a3c1e6fa7d2b983e9d15b643c8,ar,t,601,601
0417940ba3bd9e6aaa0169fd3bb1c8f7efe0f9a3c1e6fa7d2b983e9d15b643c8,ar,t,737,601
042cf09e13c7e8779cb2ef5a2f1255bb8eb54b717576cd2c570f8f50de0fedf8,ar,f,50,1
042cf09e13c7e8779cb2ef5a2f1255bb8eb54b717576cd2c570f8f50de0fedf8,ar,t,1,1
043488019e555e3cd056493b2fe4778e532b5ba15902faf78059ceb06255cea2,ar,t,535,758
0446c66fc70f8fde63d8ccae05c108080e1020d42eb55bb937feea2b443d0e4a,ar,t,758,758
044976251d091a908dd08fed3de6c6315a3f2403be517036cac1c1f6e9ff9fa1,cl,f,75,124
044976251d091a908dd08fed3de6c6315a3f2403be517036cac1c1f6e9ff9fa1,cl,t,35,124
044976251d091a908dd08fed3de6c6315a3f2403be517036cac1c1f6e9ff9fa1,cl,t,124,124
044c0f821292c6aa78f14668cb894919f9ddd679ab143184f844fddebf8f47e6,ar,t,124,124
045eba6e1ac53f6aa6e9557ff4c831fc066d3f5e02977e45711289bc18b51719,fl,f,81,163
045eba6e1ac53f6aa6e9557ff4c831fc066d3f5e02977e45711289bc18b51719,fl,f,737,163
045eba6e1ac53f6aa6e9557ff4c831fc066d3f5e02977e45711289bc18b51719,fl,t,163,163
045eba6e1ac53f6aa6e9557ff4c831fc066d3f5e02977e45711289bc18b51719,fl,t,772,163
0470c9d53873918697e98f7a1a7310ce895c1faf277d1bd4cf4a6e9c0626916b,cl,f,1,29
0470c9d53873918697e98f7a1a7310ce895c1faf277d1bd4cf4a6e9c0626916b,cl,f,31,29
0496fde547b3834eb0a490713eb5027c27c40b9c072f0051c931ba9c71549265,fl,f,216,284
0496fde547b3834eb0a490713eb5027c27c40b9c072f0051c931ba9c71549265,fl,t,284,284
0496fde547b3834eb0a490713eb5027c27c40b9c072f0051c931ba9c71549265,fl,t,330,284
0496fde547b3834eb0a490713eb5027c27c40b9c072f0051c931ba9c71549265,fl,t,356,284
0496fde547b3834eb0a490713eb5027c27c40b9c072f0051c931ba9c71549265,fl,t,416,284
0496fde547b3834eb0a490713eb5027c27c40b9c072f0051c931ba9c71549265,fl,t,437,284
0496fde547b3834eb0a490713eb5027c27c40b9c072f0051c931ba9c71549265,fl,t,535,284
0496fde547b3834eb0a490713eb5027c27c40b9c072f0051c931ba9c71549265,fl,t,555,284
0496fde547b3834eb0a490713eb5027c27c40b9c072f0051c931ba9c71549265,fl,t,737,284
04986b198deb2fd0ac988690a2be3b287b0f227c6f0099917f5b8e9a9d96209c,cl,t,1,81
04986b198deb2fd0ac988690a2be3b287b0f227c6f0099917f5b8e9a9d96209c,cl,t,81,81
04986b198deb2fd0ac988690a2be3b287b0f227c6f0099917f5b8e9a9d96209c,cl,t,124,81
049d0431e8b45ab5d65f05d5663fa86e90f536f7c1e35296bf292b44f91f932f,cl,t,758,758
04bef6227fc242768b0e7eed6f54f529d53f70a72a7574f185797c75371d2b58,cl,t,166,166
04bef6227fc242768b0e7eed6f54f529d53f70a72a7574f185797c75371d2b58,cl,t,754,166
04dc6434965322fd1c50262b2a39dfba8e8d5d99cbfbd754f792f96f156016e6,cl,t,535,535
04dc6434965322fd1c50262b2a39dfba8e8d5d99cbfbd754f792f96f156016e6,cl,t,737,535
04fa6ccc5dbad42f9e096afe1b564cbf6516a03795d5456fc8762c707a652b95,ed,t,535,535
04fa6ccc5dbad42f9e096afe1b564cbf6516a03795d5456fc8762c707a652b95,ed,t,635,535
0523c2c031b4d06cedfa9bc74d67c0a11a2bbd9b9fa1b23cb73aed8f3681b130,cl,t,459,459
057928d4920041b48ec6bead6fc5993f4597b043b321b9f8656be2e8115dee4e,as,f,231,461
057928d4920041b48ec6bead6fc5993f4597b043b321b9f8656be2e8115dee4e,as,f,284,461
057928d4920041b48ec6bead6fc5993f4597b043b321b9f8656be2e8115dee4e,as,t,461,461
058e4eadb545d87fa00989ff519652b5fe79906a15decd9ac907f0a85e776354,fl,f,330,216
058e4eadb545d87fa00989ff519652b5fe79906a15decd9ac907f0a85e776354,fl,f,332,216
058e4eadb545d87fa00989ff519652b5fe79906a15decd9ac907f0a85e776354,fl,f,334,216
058e4eadb545d87fa00989ff519652b5fe79906a15decd9ac907f0a85e776354,fl,f,344,216
058e4eadb545d87fa00989ff519652b5fe79906a15decd9ac907f0a85e776354,fl,f,423,216
058e4eadb545d87fa00989ff519652b5fe79906a15decd9ac907f0a85e776354,fl,f,437,216
058e4eadb545d87fa00989ff519652b5fe79906a15decd9ac907f0a85e776354,fl,f,535,216
058e4eadb545d87fa00989ff519652b5fe79906a15decd9ac907f0a85e776354,fl,t,216,216
058e4eadb545d87fa00989ff519652b5fe79906a15decd9ac907f0a85e776354,fl,t,338,216
059b0f43b012afef9f351fea96b448f8ae882718dea67246586ddf1869e3393a,ed,t,344,344
05aecd517846f6c1b0cda119491a3cffbbeacd4af41bc6e12dec041728656fd7,cl,t,107,107
05d01673645361cdcb7475a1b5cc076d1f09e0128f28f6925d04d1ad18ddfc6e,cl,t,144,144
0617741dda237b9dd582ee5124cffa07f3b5397797d92938158bbc17ded5cc3d,cl,f,488,493
0617741dda237b9dd582ee5124cffa07f3b5397797d92938158bbc17ded5cc3d,cl,t,493,493
0626a2d2f5290d421ea78ad6179ab857f016d91800779e971b73ecb36f75fd33,as,f,275,537
0626a2d2f5290d421ea78ad6179ab857f016d91800779e971b73ecb36f75fd33,as,f,480,537
0626a2d2f5290d421ea78ad6179ab857f016d91800779e971b73ecb36f75fd33,as,f,493,537
0626a2d2f5290d421ea78ad6179ab857f016d91800779e971b73ecb36f75fd33,as,t,115,537
0626a2d2f5290d421ea78ad6179ab857f016d91800779e971b73ecb36f75fd33,as,t,537,537
062f54bd4ceeae054aa343215e79930cda226efc540e22e1320df87bd6949c81,cl,f,737,595
062f54bd4ceeae054aa343215e79930cda226efc540e22e1320df87bd6949c81,cl,t,595,595
06354699c30ae120754f6d53762ba021b3332c75f00e28e7e1b347a7f431567d,cl,f,6,6
06354699c30ae120754f6d53762ba021b3332c75f00e28e7e1b347a7f431567d,cl,t,1,6
066b1543459c75969da6340b4fb3fc485db140e19c95a8af5294a3ff34ead769,cl,t,737,739
066b1543459c75969da6340b4fb3fc485db140e19c95a8af5294a3ff34ead769,cl,t,739,739
067485d2e220e44445ee4d4d6094bbbbb0f68192697e1619023f7ab11ea0cb78,cl,t,535,535
06783be7d18b108d1150450acdd7326eb768b271bd1177f405c3b228b845f4ae,cl,t,535,699
06783be7d18b108d1150450acdd7326eb768b271bd1177f405c3b228b845f4ae,cl,t,634,699
06783be7d18b108d1150450acdd7326eb768b271bd1177f405c3b228b845f4ae,cl,t,699,699
0682f1d915056c93d51974854504b0fc19211121fd7462df9cb50fbf77fd6257,cl,t,81,81
0682f1d915056c93d51974854504b0fc19211121fd7462df9cb50fbf77fd6257,cl,t,480,81
06a2f46b4f3924ec33cf3cb5ebdda767bc186621270829b611993c038d65fc38,cl,t,1,1
06bb124235d4a9e4a6306bb7c0d3df011c59d70fa08f1082592bb7f7a16213db,cl,t,166,601
06bb124235d4a9e4a6306bb7c0d3df011c59d70fa08f1082592bb7f7a16213db,cl,t,344,601
06bb124235d4a9e4a6306bb7c0d3df011c59d70fa08f1082592bb7f7a16213db,cl,t,601,601
06bb124235d4a9e4a6306bb7c0d3df011c59d70fa08f1082592bb7f7a16213db,cl,t,737,601
06c1ac4fc4087c76b5c4b0673b29d7b58bb94bb542efc97496ebf4819be9eb41,cl,t,761,761
06c23c5b23a1990ee6aeceab2127e75d2e857c5ecac23526acf229c70cb5ced4,fl,t,216,216
06cacb49a4259929807ed028cdad5a989015869952f64e7896f6561f6f8d401d,cl,t,778,778
06cacb49a4259929807ed028cdad5a989015869952f64e7896f6561f6f8d401d,cl,t,802,778
06d3e5a5c41f47fd947480920670e54a142f0a4c2bb63e395e809df3136062c2,ar,t,50,50
06d70e3f57c1119a41bbdd2b409fd4dac41a8721b389f8238413bd4a681b56aa,cl,f,537,537
06d70e3f57c1119a41bbdd2b409fd4dac41a8721b389f8238413bd4a681b56aa,cl,t,27,537
06d70e3f57c1119a41bbdd2b409fd4dac41a8721b389f8238413bd4a681b56aa,cl,t,115,537
06d70e3f57c1119a41bbdd2b409fd4dac41a8721b389f8238413bd4a681b56aa,cl,t,265,537
06d70e3f57c1119a41bbdd2b409fd4dac41a8721b389f8238413bd4a681b56aa,cl,t,488,537
06d70e3f57c1119a41bbdd2b409fd4dac41a8721b389f8238413bd4a681b56aa,cl,t,558,537
06d70e3f57c1119a41bbdd2b409fd4dac41a8721b389f8238413bd4a681b56aa,cl,t,605,537
06fd48efe7d0593dccd590e1ea8896d832b82daf32371c9610570453308d552a,cl,f,141,141
06fd48efe7d0593dccd590e1ea8896d832b82daf32371c9610570453308d552a,cl,t,199,141
071729f50e76d12a09785b8f85caa3f671645f334c1718164f724efb7c08b156,cl,t,1,1
072d666636b0acf1b4e826365d08b1b41e03c334e1bd45c4f626670aca3fb99b,cl,t,537,537
0732bf1ad498cf8ee6285ef10e2da05e0f2cfa4f99da9eeadcfeeac0d72a8752,cl,f,523,537
0732bf1ad498cf8ee6285ef10e2da05e0f2cfa4f99da9eeadcfeeac0d72a8752,cl,t,480,537
0732bf1ad498cf8ee6285ef10e2da05e0f2cfa4f99da9eeadcfeeac0d72a8752,cl,t,537,537
0732bf1ad498cf8ee6285ef10e2da05e0f2cfa4f99da9eeadcfeeac0d72a8752,cl,t,605,537
074888b9782120c8be38a1d898b9229cfda85dd7aaf2c3d1d9b17519a113d682,cl,t,758,758
074bf91935c3dae6d44982544d1a0a3fa92bc30300d84d98a8a9ebe05478bc08,ed,f,493,582
074bf91935c3dae6d44982544d1a0a3fa92bc30300d84d98a8a9ebe05478bc08,ed,t,582,582
07558c3f11933bdce7a7dae77985331bacd7dd291f61122fa133cb33161df7ae,cl,f,1,1
07558c3f11933bdce7a7dae77985331bacd7dd291f61122fa133cb33161df7ae,cl,f,2,1
07558c3f11933bdce7a7dae77985331bacd7dd291f61122fa133cb33161df7ae,cl,f,3,1
07558c3f11933bdce7a7dae77985331bacd7dd291f61122fa133cb33161df7ae,cl,f,4,1
07558c3f11933bdce7a7dae77985331bacd7dd291f61122fa133cb33161df7ae,cl,f,6,1
07558c3f11933bdce7a7dae77985331bacd7dd291f61122fa133cb33161df7ae,cl,f,13,1
07558c3f11933bdce7a7dae77985331bacd7dd291f61122fa133cb33161df7ae,cl,f,79,1
07558c3f11933bdce7a7dae77985331bacd7dd291f61122fa133cb33161df7ae,cl,f,81,1
07558c3f11933bdce7a7dae77985331bacd7dd291f61122fa133cb33161df7ae,cl,f,109,1
07558c3f11933bdce7a7dae77985331bacd7dd291f61122fa133cb33161df7ae,cl,f,124,1
07558c3f11933bdce7a7dae77985331bacd7dd291f61122fa133cb33161df7ae,cl,t,31,1
07558c3f11933bdce7a7dae77985331bacd7dd291f61122fa133cb33161df7ae,cl,t,121,1
