id,contention_id,supports,premise_count
16b4a09500e97d19b41d1f235f8b94de71be1716e39fdeabfa0795abb75b072a,a61e9e81ad6d7881319d94add80207b679b6d4803dd368cf2342bc02340a51d6,t,1
16ebc4b08babb244c0acc83f815ed4f6bfbb3587262ee5c8ff2a90b89d2a4f79,2a430203cb2f2d7c142a62500d958bfbb9a8eb4251fc030582ebecf3d4fb1572,t,3
176655d0e1d1bac66bc222536b3d63a1cc5be10838156223b366f0272dd3a8c2,b6f7245204b3a741fd3fe1bf30a5290f238ef1a37ca78f5f7df89b1d5bb4401d,f,1
17a51977bf6ff9cd5ff67a63be3ab8503e5ff4bd3edf2d22e9bb20329900c966,ba8b30bf3a5f31f42c2267df6cf97af897232393f0b7b66f5faebe69fcbd0d82,t,1
17adff403d3409b5cf0a0049163422967dca4cc9f6d18f19250ff878a5ddf0ef,d646863b15b15ebc01be517c5ec8b996abd191fe1c97e2cc0171988978473967,f,1
17ae77e3bf55097dd3a036d423811d85e9a0269324cd616335f17cf8c3a6219f,b17b3e8ab6fd204781da9cb986191f955a247653c0d04b21e2aa7cb04a97e5e6,t,1
17b2d6fa336bb3669534197eed0f9e0baae6252e62dfed2b6f3141661299efb6,116e1c4715bcbc2ab24d0425e5c5892b6ed15fbd77ecb5a94be10078a1ad45f1,t,1
18ad1786850e012ca235bb99a47cba3787d29300fb5fad497e444e0ccc42af8b,27b248480f3327b581e4f23f8a4f62ee3ee24bc3d484f306f2fee8eb9242ca5c,t,1
18b650a84fb25f349a6e9a9e67212bb58f920dc64ce77f2f28d798b44385e7a7,e2dcd7df45fdab36a8a71b99a07f9a6922dc5c1d185c82686b43dd582aa96085,f,1
190c127d80b0a9f5ce0d0d32854d814fd71ab15321f014169d62158f0271072b,30119a2c9d622ceb9bcdd72fa421c0070fc137744d26c4ce9c1f93b1d6bfdb63,t,2
1916af222f07afb6e1e82eca26d579bb29efde3f4a06a3b00158f2bb1eea6b50,248ba92cfa0d839c387b80f27c7c3431ab6862ea2640d18ed6490db35c5fbe52,f,1
1933ed608d3b3c7924b087ba82f6584958cf1784007ce142ca7ec3abac3c9fd3,9aff1cfbf251920db2ee5fb1398c6aba3905f2ffa53328602e9661cbf377230e,f,1
197eaf738b9dc345c1dc379a29a007f6b04bcc1b8a819e8063f42670141d348d,8ddebfc3a36363d150446e237468cdd57a9ec7b9e94731bc5ce7c43a3d4a2c3d,f,4
198db63c3fa4e24739b35a7c6a0ad79af93c3dcf1b978b1edfb52eb6ad46734f,d07aed6f7e4f64f9df52d3b069cd5b95121904edb98634cc4e1c6a2ec926c811,f,2
19afe3f33aa3e450d9a9480b9fa63985b1eeac3050fc1e5e9be989cf71a8094d,91e3fdfa72e6014288b341c812342dd58f33474cfb5a0c32aa467084d7c43e6d,f,1
1a1e61a5492452838a5ec3cc9260f718aa05817785c8386e4d07f0f30dfbfbb5,97f1d164777d8c0da01d1e0b26e974a2c2b1d8268e80c619464e3d2403f8bb61,t,1
1a671566d56f1c0ea9b1764b7368845c33947d41b9a76a6aef3dd5f1dc05c304,1852a0f150cb653254337180b7505331ee524fc9cf6bc421d229b4169f54ce7b,t,3
1a9e555562c02eeb57109b369ff8cc08a785b9cb1eba2452dccaa768074b9e6c,91e3fdfa72e6014288b341c812342dd58f33474cfb5a0c32aa467084d7c43e6d,f,2
1aaf63392e783f6c1b5867329584d2ab05b124f81ffa28b81a2734194f48c9cf,f0be56b1da9d3d31d9153191cc59ea051c86de35c1540f4a4147fae969a0849a,f,5
1adf7b6e12573449979f91e2317b931856d5b495ed7a6e97ef50b5dd4f62c2af,07558c3f11933bdce7a7dae77985331bacd7dd291f61122fa133cb33161df7ae,t,1
1b1959946df1b1cbf8a9d84c5ba8a7bccc8a16d66c75fddeafca6a15ec220ab3,c8352a68da5705a2423eb1792783e3c3fc8ec74441e1115f16bcde066abc2b41,t,1
1bccce10816f92be6f1f85ad93f44e32d38ec026091b009b6feaf122bb07b913,a296517ef03586de5efef6481a3a4fce299462999d31167b5170afa5f6ed30d2,t,3
1bcd750b7c992a5c95727cf92d4b2db489e453626277b934e3fee843e2729d99,cf89ce99a22baac7f09b28305e3b049c47f4510f0a1f87d7679850677d5d670e,f,1
1bd013cf8cd1e8da19ac47c6e8be37e0d76f204ca9d3d28346c9988cfa9773d1,e1265b5c3adac4335626e68f9fa172ccc238bcd1cadd82597d310a1433c1f0f5,f,1
1ca3ee2f44856d81ca5fba72d46e03f6db5f081cbdcf5d437a66e9b3c0aac47f,fc3ea9f9f8ae4530aa64f43f7fcb16527d5ecfbd2afa4f43b24fb2fceb87119f,f,1
1ccebf1ce8d8e06f126563923cc8a62407f11062f79a22a4ac2c41e371bf6a7f,2930d76db9df089af4650d91a7c8eaa6e580f46a4d821d263891f34334f90b34,f,1
1cefc7f6ff21c214da6b27f70abbc13ad1d7f3991f27200385d02ccc0928bd1f,6acbf3137a091d75a2acf9bc7cd819eddab7a65bf9ac7121927d451f7e7dcecf,f,1
1d2f55c5b6f0015c23257115f58be170e2c95f1c4601633167c3ba244de729f5,2f70909a37f6297a8eeb0df8e9da5e3845af5393909064916c6ee45df1839b7f,t,1
1d33f1d716e741fc02afec4df37d68837af8ec2d2b16d284540cc0fcd71c894e,8ec385b7b045fbe064420b511b4cc46a4a29e5b94d3a533f070003e5e1c55eb2,t,1
1d4dbb7b9319b8c8409349ed210129c77944f8303ef0c3f4db936b2394e61244,fc3ea9f9f8ae4530aa64f43f7fcb16527d5ecfbd2afa4f43b24fb2fceb87119f,f,1
1dc5909ad129e9ddb59acd7b331792925c63231d61a8805ddbb5677477bdac60,a2be1519015b2c8db188d6d0cdf5ae9d5dce06e3e82c741e44b070d2dd7b358f,t,2
1e5d3d51babec6319bd6a501be8f6d3acf1a2de11244544f1bd2f826d1a35d20,f24debabf344a6f4906b7bd7f9937c0efe0e8595c10480fff514bc8d80c74a11,f,1
1e852a55266d8f7102ba8346555dba5e7b4cede587d948d10e24042bafa99995,9eaf74909ff9cd5d4815e6124096aad973852aa445c2ce019091f9426115be5d,t,1
1e863f028bffb866f47262867547676a376b17bf23967eb3332bbcc19563ebcd,27b248480f3327b581e4f23f8a4f62ee3ee24bc3d484f306f2fee8eb9242ca5c,f,1
1e9462f009f0d0bebd337f0fe5bff5b6aa51aab5840bff7c47dbee6311304105,e89ca7a481f5d2871a4d62c8718b598a21c25bf9ca44f200e4119611b1cc776e,t,1
1ea2f4550a39dec97bf4a1cdc20dbaeb7ac3d4bfb872dea78ec2bbf95c043cd9,7b7859400cbb08f9124bbe8b0790749cddba4ab9ccd4ab9b16e23dc053aff898,t,2
1ec5fdb79c6ef269eb7ed9354d9b5d038eee9b1abd6d309dcf9be973cbbac4bb,b819f03791cc0787bb4764f15cc5dabf689fce5c8269df884f69358833c32a2e,t,1
1ece12661d7c3c75793a5a5b53b6f54af092534d9a36536543bd08021841bcc3,832ee3d822eec45ea2e84ac748b096f9b5f7909241009271c48ffe8baa8c8096,f,2
1edf60497a78d3b4d7f0962ccb58340878f1048ec8a6e4ce754bb804e0251996,aa52e0e90cfc8197997c2e01778eb58f9f728336476e54de28934a37ae7644b7,t,1
1f78e61c626310096375cd7d5d51eeaf4df0cc5b6cfffd65ea402146a8f91fe9,1ea53e821a0656595ed180f5535cc0e6aa9744bbf436f230d08972ea9b4513bc,f,1
1f8319531e9a9dfba17c8d89ea3b28df5263ce26163894598b8d8c4d8b2bd9be,6d8bbbfc2ba19582520634b407f70a9a61ad823cfbe985c5d55a50adc3239dff,t,2
1fc7a79b7972a580db91d67db2b14d9624cc1eeb0c31bed5c3f91af5f40e5e74,495f1148f91d6202a88ad0dbce9a0192dc02f753811c8538884c98194d43e39d,f,4
200d27d4e475dc1daef6525d3e7a4938fb657deecb87d968d155f05f1d0c94e0,be94288fece2400f27cb7bb64e387a8115a37336253b5b7efa5d13a7e2d5801b,f,2
200f10d31b5e37126d04dee8e8519206282404b49713729ced16281f21571be4,fdf1fc58c45989087ea3a79c64f444981a22265c2e8efacb08eb3082293981ba,t,3
20181b3439430ceca82b1a275aab093ff329b92f4928f04139b09606e2c48461,52bd70b80406bbffbade6672e30565e6622f4e91dbc5f5aeb8e5969796e8ffb7,f,1
20413fac114414db57e06b79eec6e74ffb8fc85e4e042c4b0ff065453c907997,3960d80e03dd098d6fb02cafb697ad44c2996bec035126637c5e7cf3b6aeb859,f,2
204f493c6c42e3ac064a0e9a4116e8326dba179c59603fcfc894a83a92a799a3,be7c6a2a503bed7793df8696de3d2581b761ee5e7bf22eea1d3a6a543c69ccd0,t,2
205ef4b274ca8e85d30774c2fa934cf732c7c10072b440e2e7f9160b52820840,0db27e81923c0ab228677d75e31554e9d2ccbd7f8a6ee7a909f880050f6e26f5,f,1
205f9d258090bc5ef231b625b539ce588682a3fdf04567dacc9b04bc7265813d,a64541c886cffdfb3b1cff58bc4d73ae42946a4583a0311b2d72fa4a1087900a,t,2
20d60dfb71560e723e4cb7e4179b23a90c6ef153b404471aa2e0c552dc3f1466,d596d5e0c83441ab0d8a019b0b0db145650dc9826693eeec454ee19681931fcb,f,2
20d71fd1ff8caa9700433d1f61ec5f89269b5cee150a9198f657b8b1ba358749,d646863b15b15ebc01be517c5ec8b996abd191fe1c97e2cc0171988978473967,t,2
2183951daa774c3a73c5a9572ae4b66662e9e89ba09664b1236bcbd9cad3b729,db5d2afef2ddb1d22e5a4a1fe3bb389e7b07bf7ddbc446baba479db95dc42534,f,1
21fe8605fbf01742070f7126dcdb7232433dd95b21099527102b346496e2e151,97282309621139ccca3c829d23507d0de5ed752ea9e846161b4f2f50251d5a3c,f,1
22b1d9fd6d5878aefd141980646836ee062ff7c8f797a29a4cf78f3c31f4dd3c,687878dad5033eb48ed706fb6a871ca7a31316a7c6a44b39af4123820421ae4e,t,3
23406703e687240e0f668e6ae8babb3e43fdf9c6cff9c86e1857edcf8a3824a1,862363876fd931a81b193ff232ab7dcb7b563d61e27c816693dd77bf3028f863,t,1
23ffadc2cad64f5bfc3a8630df16981df2aedd78f32f5823e9e66d0d55927d34,a18f3b1f46397a81946b60bbc3f115e09bf6684ce9f0194772b6f93e864e0bab,f,1
2401aca41da09be1c8ae91c14763b953a9c9ae1bde1c2f3427f61c95684080e7,dba1fed0cfc69f3b7eda59a13148530fc51c47129ad8957837f28d81f880284d,f,1
2432f6ea318d837788a934f238b30d74d2efdf8eca9c2c2b4a6d3fc2bb3220f9,df1b0634c9d39f983ce8082971b599cc2e660233d875b1100cfc771eeb707be7,t,3
245ccc05efbf624368aa07953ce37cd08a04e5c989cda415666b309787858e43,9eaf74909ff9cd5d4815e6124096aad973852aa445c2ce019091f9426115be5d,t,1
247c9170d50638364783bab06463fa8272d9ed2b207c482b0ae07f3e1cead888,8ec385b7b045fbe064420b511b4cc46a4a29e5b94d3a533f070003e5e1c55eb2,f,1
248d5d7833d15e8900c6b3b9b0bd53991ff9d4bb599499697ead0fe3ebb821dd,fdf1fc58c45989087ea3a79c64f444981a22265c2e8efacb08eb3082293981ba,f,2
250bca3ea6270f8e820a0ab5131a3e4c271f6a05852c11f9594e57b2a8ff853e,832c9add5b6303bb5808ac553aed27e56752a72c8a8ab9ac2ba4b3fe3ee67742,f,1
25184e257d0ea4e639fe2843377f08c73dc2520ecbc105d9474de44ee08a5b41,a3b344611775835706f6427e48bdf22d24f108faddff33cbe718a606aec2903c,f,1
252f4303e58bdb900545b37dae8254d7cd5b34552ebbe9f34f4664641c13ca6e,b251ec37f0d7de9ea138dc1535ae47bcb817aefefa7c20aa6a76237e50249b3e,f,2
25a2a239b938e32fe25db86f7443eee9c8a9e08166b2f1f4fecd54b1e8bc4d3a,2a430203cb2f2d7c142a62500d958bfbb9a8eb4251fc030582ebecf3d4fb1572,f,2
